"x";"y"
0.0039;4.0258
0.0101;4.0027
0.0162;3.9868
0.0224;3.9751
0.0285;3.9673
0.0346;3.9606
0.0408;3.9555
0.0469;3.9507
0.0531;3.9458
0.0592;3.941
0.0654;3.9362
0.0715;3.9305
0.0776;3.9255
0.0838;3.9217
0.0899;3.9151
0.0961;3.9113
0.1022;3.9054
0.1083;3.9006
0.1145;3.8958
0.1206;3.89
0.1268;3.8851
0.1329;3.8786
0.1391;3.8723
0.1452;3.8661
0.1513;3.8606
0.1575;3.8547
0.1636;3.8478
0.1698;3.843
0.1759;3.8371
0.1821;3.8312
0.1882;3.8264
0.1943;3.821
0.2005;3.8147
0.2066;3.8098
0.2128;3.8029
0.2189;3.7976
0.225;3.7914
0.2312;3.7864
0.2373;3.7815
0.2435;3.7767
0.2496;3.7718
0.2558;3.767
0.2619;3.7622
0.268;3.7573
0.2742;3.753
0.2803;3.7477
0.2865;3.7428
0.2926;3.7374
0.2988;3.7321
0.3049;3.7273
0.311;3.7225
0.3172;3.7177
0.3233;3.7131
0.3295;3.7096
0.3356;3.7028
0.3417;3.6993
0.3479;3.6945
0.354;3.6896
0.3602;3.6848
0.3663;3.68
0.3725;3.6731
0.3786;3.6678
0.3847;3.6634
0.3909;3.6585
0.397;3.6537
0.4032;3.6478
0.4093;3.644
0.4155;3.6382
0.4216;3.6333
0.4277;3.6275
0.4339;3.6226
0.44;3.6178
0.4462;3.6117
0.4523;3.6061
0.4585;3.6012
0.4646;3.5943
0.4707;3.5905
0.4769;3.5856
0.483;3.5809
0.4892;3.5767
0.4953;3.5702
0.5014;3.5653
0.5076;3.5605
0.5137;3.5556
0.5199;3.5508
0.526;3.5449
0.5322;3.5401
0.5383;3.5349
0.5444;3.5301
0.5506;3.5252
0.5567;3.5225
0.5629;3.5176
0.569;3.5128
0.5752;3.5068
0.5813;3.5021
0.5874;3.4983
0.5936;3.4935
0.5997;3.4886
0.6059;3.4838
0.612;3.4789
0.6181;3.4746
0.6243;3.4694
0.6304;3.4652
0.6366;3.46
0.6427;3.4558
0.6489;3.452
0.655;3.4472
0.6611;3.4413
0.6673;3.4365
0.6734;3.4316
0.6796;3.4258
0.6857;3.4209
0.6919;3.4161
0.698;3.4102
0.7041;3.4043
0.7103;3.3995
0.7164;3.3936
0.7226;3.3894
0.7287;3.3829
0.7349;3.376
0.741;3.3702
0.7471;3.3626
0.7533;3.3562
0.7594;3.3484
0.7656;3.3407
0.7717;3.3334
0.7778;3.3257
0.784;3.317
0.7901;3.3063
0.7963;3.2966
0.8024;3.2869
0.8086;3.2752
0.8147;3.2638
0.8208;3.2518
0.827;3.2373
0.8331;3.2211
0.8393;3.2062
0.8454;3.1889
0.8516;3.1706
0.8577;3.1492
0.8638;3.1277
0.87;3.1015
0.8761;3.0765
0.8823;3.0437
0.8884;3.0117
0.8945;2.9743
0.9007;2.9333
0.9068;2.8844
0.913;2.832
0.9191;2.7766
0.9253;2.7146
