"x";"y"
0.001;3.8761
0.0065;3.8369
0.012;3.8033
0.0175;3.7793
0.0231;3.76
0.0286;3.7427
0.0341;3.732
0.0396;3.7281
0.0451;3.7182
0.0506;3.7061
0.0561;3.6941
0.0616;3.6864
0.0671;3.6806
0.0727;3.6738
0.0782;3.6647
0.0837;3.6575
0.0892;3.6502
0.0947;3.643
0.1002;3.6425
0.1057;3.6405
0.1112;3.6328
0.1168;3.6247
0.1223;3.6212
0.1278;3.6212
0.1333;3.6205
0.1388;3.6165
0.1443;3.608
0.1498;3.608
0.1553;3.608
0.1608;3.6014
0.1664;3.598
0.1719;3.5922
0.1774;3.585
0.1829;3.579
0.1884;3.5761
0.1939;3.5754
0.1994;3.5715
0.2049;3.5628
0.2104;3.5628
0.216;3.5628
0.2215;3.5564
0.227;3.553
0.2325;3.5522
0.238;3.5465
0.2435;3.5416
0.249;3.5407
0.2545;3.5369
0.26;3.531
0.2656;3.5306
0.2711;3.5257
0.2766;3.5209
0.2821;3.5204
0.2876;3.5166
0.2931;3.5118
0.2986;3.5097
0.3041;3.5086
0.3096;3.5044
0.3152;3.4991
0.3207;3.4983
0.3262;3.4935
0.3317;3.4887
0.3372;3.4885
0.3427;3.4885
0.3482;3.4848
0.3537;3.48
0.3593;3.4779
0.3648;3.4757
0.3703;3.4708
0.3758;3.4673
0.3813;3.4669
0.3868;3.4642
0.3923;3.457
0.3978;3.4566
0.4033;3.4566
0.4089;3.4548
0.4144;3.4477
0.4199;3.4434
0.4254;3.4423
0.4309;3.4382
0.4364;3.4327
0.4419;3.4327
0.4474;3.4327
0.4529;3.4327
0.4585;3.4327
0.464;3.4327
0.4695;3.4257
0.475;3.4206
0.4805;3.4195
0.486;3.4195
0.4915;3.4195
0.497;3.4189
0.5025;3.4159
0.5081;3.4088
0.5136;3.4088
0.5191;3.4088
0.5246;3.4088
0.5301;3.4088
0.5356;3.4074
0.5411;3.4025
0.5466;3.3982
0.5521;3.3982
0.5577;3.3982
0.5632;3.3972
0.5687;3.3876
0.5742;3.3876
0.5797;3.3876
0.5852;3.3876
0.5907;3.3825
0.5962;3.3782
0.6017;3.377
0.6073;3.377
0.6128;3.377
0.6183;3.377
0.6238;3.3763
0.6293;3.3691
0.6348;3.3666
0.6403;3.3664
0.6458;3.3664
0.6514;3.3631
0.6569;3.3582
0.6624;3.3558
0.6679;3.3558
0.6734;3.3544
0.6789;3.3496
0.6844;3.3451
0.6899;3.3451
0.6954;3.3451
0.701;3.3451
0.7065;3.3395
0.712;3.3355
0.7175;3.3345
0.723;3.3311
0.7285;3.3257
0.734;3.3239
0.7395;3.3239
0.745;3.3234
0.7506;3.3162
0.7561;3.3136
0.7616;3.3112
0.7671;3.3033
0.7726;3.3
0.7781;3.3
0.7836;3.2967
0.7891;3.2895
0.7946;3.2829
0.8002;3.2788
0.8057;3.2786
0.8112;3.2762
0.8167;3.267
0.8222;3.2655
0.8277;3.2619
0.8332;3.2555
0.8387;3.247
0.8442;3.2395
0.8498;3.2355
0.8553;3.2319
0.8608;3.2247
0.8663;3.2174
0.8718;3.2102
0.8773;3.2007
0.8828;3.1951
0.8883;3.185
0.8939;3.1714
0.8994;3.157
0.9049;3.1425
0.9104;3.1273
0.9159;3.1088
0.9214;3.0844
0.9269;3.0578
0.9324;3.0289
0.9379;3.0088

